candidate_id,family,parent_id,target_count,max_replacements_per_day
tune_c1f1ae089d77,uniform,,25,4
tune_25a21156d56c,uniform,,22,4
tune_696e921e5d30,uniform,,25,2
tune_743cfd93a39a,uniform,,28,0
tune_522957fe9b20,uniform,,28,4
tune_517597b712dc,uniform,,22,4
tune_3b57707b6dc3,uniform,,30,1
tune_f7150a129581,uniform,,30,0
tune_5fdd3e2c6811,uniform,,25,2
tune_1e20f6024900,uniform,,28,4
tune_d6d92ecdf57d,uniform,,25,4
tune_6142d6beb230,uniform,,28,4
tune_2d6196e4c155,uniform,,30,0
tune_f801a279502a,uniform,,20,1
tune_7d85b08dd89e,uniform,,22,0
tune_f3ef7942c917,uniform,,30,4
tune_d9d6e74a360e,uniform,,25,0
tune_2377564e1162,uniform,,25,4
tune_0ea8d888b7f3,uniform,,22,4
tune_363421f46e95,uniform,,28,2
tune_d6eaa509279b,uniform,,22,4
tune_87c64a907ec3,uniform,,28,4
tune_c7252e29f273,uniform,,20,2
tune_8e088ffffc2b,uniform,,20,1
tune_62c45b9a9773,uniform,,30,4
tune_de17e8601f8b,uniform,,28,0
tune_3482f19843ce,uniform,,28,2
tune_1b15e2de659e,uniform,,20,4
tune_0ea6c26e4e11,uniform,,22,4
tune_c2978b70c90f,uniform,,25,1
tune_2f0c8e75e3fe,uniform,,20,2
tune_96ed06af8513,uniform,,25,4
tune_f917e60f746b,uniform,,20,4
tune_ab68c5e76f35,uniform,,25,4
tune_831200ecfda8,uniform,,22,0
tune_e270edc30279,uniform,,22,2
tune_cfa32798c927,uniform,,25,2
tune_f66b0feb48ef,uniform,,30,0
tune_c6fc6cf90c04,uniform,,22,0
tune_ff76d81d17f9,uniform,,25,1
tune_ef16181a2e36,uniform,,20,0
tune_00f966c046bb,uniform,,20,1
tune_67a9a5c3f7bf,uniform,,28,2
tune_25fcea3b67ae,uniform,,28,2
tune_629af5927d66,uniform,,22,1
tune_e15d7c375c23,uniform,,25,2
tune_b26e71854f25,uniform,,30,0
tune_f3ee9518c246,uniform,,22,1
tune_f66c4d0beb46,uniform,,25,2
tune_33ef65bdd918,uniform,,25,4
tune_94621f434169,uniform,,25,0
tune_10e31094e26a,uniform,,28,1
tune_fd968654092b,uniform,,22,1
tune_5311927a961e,uniform,,22,1
tune_aab0a33c6e27,uniform,,30,1
tune_31a56a607886,uniform,,22,1
tune_d280cde21f11,uniform,,25,0
tune_749d3229ca8e,uniform,,22,1
tune_d23d265cd7bd,stratified_entry_replacement,,20,0
tune_666ba40a3035,stratified_entry_replacement,,20,1
tune_40ba40e20342,stratified_entry_replacement,,20,2
tune_1b6c7b09daf9,stratified_entry_replacement,,20,4
tune_04cb28710158,stratified_entry_replacement,,22,0
tune_8cbec08cc402,stratified_entry_replacement,,22,1
tune_dac410640a39,stratified_entry_replacement,,22,2
tune_10ba663b20de,stratified_entry_replacement,,22,4
tune_f767f31b5b7b,stratified_entry_replacement,,25,0
tune_d353fbd833e1,stratified_entry_replacement,,25,1
tune_a6cc1ee7c873,stratified_entry_replacement,,25,2
tune_a78b36cabbab,stratified_entry_replacement,,25,4
tune_ade63c637d36,stratified_entry_replacement,,28,0
tune_bf3e77352b88,stratified_entry_replacement,,28,1
tune_5a08522b6393,stratified_entry_replacement,,28,2
tune_eb961977a977,stratified_entry_replacement,,28,4
tune_eb1a9b4a47db,stratified_entry_replacement,,30,0
tune_e4b442b28139,stratified_entry_replacement,,30,1
tune_2e5eb6174199,stratified_entry_replacement,,30,2
tune_4e73e0660158,stratified_entry_replacement,,30,4
tune_665cdb0a64ea,stratified_entry_replacement,,20,0
tune_980a287c1c60,stratified_entry_replacement,,20,1
tune_2e3b1bee7333,stratified_entry_replacement,,20,2
tune_e780f747f664,stratified_entry_replacement,,20,4
tune_8caf507d87dd,stratified_entry_replacement,,22,0
tune_cbd508c31d29,stratified_entry_replacement,,22,1
tune_2b1d1acdaa10,stratified_entry_replacement,,22,2
tune_f0704893ce45,stratified_entry_replacement,,22,4
tune_9fc9b7c05261,stratified_entry_replacement,,25,0
tune_b9463080e918,stratified_entry_replacement,,25,1
tune_8530c49d7b3a,stratified_entry_replacement,,25,2
tune_90b5b9580a0e,stratified_entry_replacement,,25,4
tune_44bd0c5919db,stratified_entry_replacement,,28,0
tune_d2c05226697e,stratified_entry_replacement,,28,1
tune_93ecacaccbb7,stratified_entry_replacement,,28,2
tune_5cafdf7b53f5,stratified_entry_replacement,,28,4
tune_c737ec955a7a,stratified_entry_replacement,,30,0
tune_8a6b1b9a6ed3,stratified_entry_replacement,,30,1
tune_d5b407c75a80,stratified_entry_replacement,,30,2
tune_6ef4ef33914d,stratified_entry_replacement,,30,4
tune_5ec5c6b97859,stratified_entry_replacement,,20,0
tune_915e0bb63263,stratified_entry_replacement,,20,1
tune_6a884c6053ce,stratified_entry_replacement,,20,2
tune_912f99513e9e,stratified_entry_replacement,,20,4
tune_ad565b95b843,stratified_entry_replacement,,22,0
tune_d987ae1e03f3,stratified_entry_replacement,,22,1
tune_86c9dac41f94,stratified_entry_replacement,,22,2
tune_f69ac965d168,stratified_entry_replacement,,22,4
tune_cc67d8d87ea4,stratified_entry_replacement,,25,0
tune_78ecb3e57aad,stratified_entry_replacement,,25,1
tune_c033407cda80,stratified_entry_replacement,,25,2
tune_81e74e2daa4c,stratified_entry_replacement,,25,4
tune_05f7da1b2334,stratified_entry_replacement,,28,0
tune_023f3d5a8052,stratified_entry_replacement,,28,1
tune_757ffff16db6,stratified_entry_replacement,,28,2
tune_30ac6768995d,stratified_entry_replacement,,28,4
tune_59f011eddac3,stratified_entry_replacement,,30,0
tune_eb475b6c916a,stratified_entry_replacement,,30,1
tune_1ede290cf22b,stratified_entry_replacement,,30,2
tune_c4f318416f37,stratified_entry_replacement,,30,4
tune_b78915c3ed35,stratified_entry_replacement,,20,0
tune_2dd7266328ad,stratified_entry_replacement,,20,1
tune_f630ef85f6c0,stratified_entry_replacement,,20,2
tune_3329f22e0fea,stratified_entry_replacement,,20,4
tune_a3382a7d3409,stratified_entry_replacement,,22,0
tune_36a7ff745500,stratified_entry_replacement,,22,1
tune_d090cbaf7ec8,stratified_entry_replacement,,22,2
tune_f84b2c45a6a5,stratified_entry_replacement,,22,4
tune_6273ad25b415,stratified_entry_replacement,,25,0
tune_3720d3c69eea,stratified_entry_replacement,,25,1
tune_083e27b30193,stratified_entry_replacement,,25,2
tune_5fe5b894480c,stratified_entry_replacement,,25,4
tune_7eb2ae36ce7c,stratified_entry_replacement,,28,0
tune_8a320f687519,stratified_entry_replacement,,28,1
tune_0176cecc0d54,stratified_entry_replacement,,28,2
tune_5eb0b0d5464d,stratified_entry_replacement,,28,4
tune_8652aebbec0c,stratified_entry_replacement,,30,0
tune_1637856a3492,stratified_entry_replacement,,30,1
tune_c355a2c9a2a9,stratified_entry_replacement,,30,2
tune_0129682031a8,stratified_entry_replacement,,30,4
tune_aa905af1a3d9,stratified_entry_replacement,,20,0
tune_2396058caa71,stratified_entry_replacement,,20,1
tune_7c4247addc56,stratified_entry_replacement,,20,2
tune_a58537bd19b4,stratified_entry_replacement,,20,4
tune_15656c5557fa,stratified_entry_replacement,,22,0
tune_e347bf23fd6e,stratified_entry_replacement,,22,1
tune_aee8261257b4,stratified_entry_replacement,,22,2
tune_ff34029b0c8c,stratified_entry_replacement,,22,4
tune_ac86d4eae797,stratified_entry_replacement,,25,0
tune_088e819ecd3f,stratified_entry_replacement,,25,1
tune_94871169f697,stratified_entry_replacement,,25,2
tune_f3ac016cd084,stratified_entry_replacement,,25,4
tune_47f5bcb45b68,stratified_entry_replacement,,28,0
tune_9cb13d08c92a,stratified_entry_replacement,,28,1
tune_ba59ea91300b,stratified_entry_replacement,,28,2
tune_ca8ebf1a2150,stratified_entry_replacement,,28,4
tune_b33340c2e66c,stratified_entry_replacement,,30,0
tune_168ebd6d1d8a,stratified_entry_replacement,,30,1
tune_00016eb179f7,stratified_entry_replacement,,30,2
tune_d6ec4cf842d8,stratified_entry_replacement,,30,4
tune_67fa4409303b,stratified_entry_replacement,,20,0
tune_dbce532acdba,stratified_entry_replacement,,20,1
tune_c7dcb0d4b6ed,stratified_entry_replacement,,20,2
tune_c81a39c356aa,stratified_entry_replacement,,20,4
tune_f9816b3d3d3e,stratified_entry_replacement,,22,0
tune_a0fb2b40ef13,stratified_entry_replacement,,22,1
tune_b5abc6793857,stratified_entry_replacement,,22,2
tune_c45eaf9737f5,stratified_entry_replacement,,22,4
tune_411b7c46d48c,stratified_entry_replacement,,25,0
tune_b136e6a66117,stratified_entry_replacement,,25,1
tune_82ee2e674704,stratified_entry_replacement,,25,2
tune_41c6ef268db4,stratified_entry_replacement,,25,4
tune_3614d53cd4bb,stratified_entry_replacement,,28,0
tune_93546fb8b56c,stratified_entry_replacement,,28,1
tune_992f3b58db73,stratified_entry_replacement,,28,2
tune_b5d8c3c51c6b,stratified_entry_replacement,,28,4
tune_593a4282ad09,stratified_entry_replacement,,30,0
tune_3990df5a694b,stratified_entry_replacement,,30,1
tune_34867a409b57,stratified_entry_replacement,,30,2
tune_620907cbb356,stratified_entry_replacement,,30,4
tune_e5a8633c7cf7,stratified_entry_replacement,,20,0
tune_67770a9cd18b,stratified_entry_replacement,,20,1
tune_3619256175b6,stratified_entry_replacement,,20,2
tune_53a863a66a40,stratified_entry_replacement,,20,4
tune_73eb4f453d7e,stratified_entry_replacement,,22,0
tune_8c7f4e4b80f7,stratified_entry_replacement,,22,1
tune_8205fca22c7a,stratified_entry_replacement,,22,2
tune_d5e4b4993c22,stratified_entry_replacement,,22,4
tune_be6441f6f97c,stratified_entry_replacement,,25,0
tune_e02a9543b49c,stratified_entry_replacement,,25,1
tune_ff163e8200a5,stratified_entry_replacement,,25,2
tune_64cc9f59f336,stratified_entry_replacement,,25,4
tune_f1d82151dbf8,stratified_entry_replacement,,28,0
tune_47faad48d8f0,stratified_entry_replacement,,28,1
tune_25cf184ec250,stratified_entry_replacement,,28,2
tune_07b108ccc03c,stratified_entry_replacement,,28,4
tune_b20810e524e7,stratified_entry_replacement,,30,0
tune_5fbfa3267c9f,stratified_entry_replacement,,30,1
tune_7a0c820b2aa9,stratified_entry_replacement,,30,2
tune_fbf6b02a1d66,stratified_entry_replacement,,30,4
tune_d326343661fd,stratified_entry_replacement,,20,0
tune_85aab355dd99,stratified_entry_replacement,,20,1
tune_4858044c51cc,stratified_entry_replacement,,20,2
tune_956d279cb42f,stratified_entry_replacement,,20,4
tune_d410e01eaa4f,stratified_entry_replacement,,22,0
tune_06a44bd1ff4c,stratified_entry_replacement,,22,1
tune_b055b1be810f,stratified_entry_replacement,,22,2
tune_bfecf60cc11b,stratified_entry_replacement,,22,4
tune_e75e5707e9ee,stratified_entry_replacement,,25,0
tune_0f743d56483d,stratified_entry_replacement,,25,1
tune_f57adf193279,stratified_entry_replacement,,25,2
tune_7a2a110266bf,stratified_entry_replacement,,25,4
tune_0e83ae46ec09,stratified_entry_replacement,,28,0
tune_fa272ad33b28,stratified_entry_replacement,,28,1
tune_bfd8c4a6fa6a,stratified_entry_replacement,,28,2
tune_0a771b84235b,stratified_entry_replacement,,28,4
tune_2563a22fde69,stratified_entry_replacement,,30,0
tune_b41e5cf09975,stratified_entry_replacement,,30,1
tune_119e735f999f,stratified_entry_replacement,,30,2
tune_7e10b74f61e1,stratified_entry_replacement,,30,4
tune_372d94661097,stratified_entry_replacement,,20,0
tune_71b5cac0a8b4,stratified_entry_replacement,,20,1
tune_32ec46c5c289,stratified_entry_replacement,,20,2
tune_f5edfcd6158f,stratified_entry_replacement,,20,4
tune_901b7baf6473,stratified_entry_replacement,,22,0
tune_16d142a16bc9,stratified_entry_replacement,,22,1
tune_2529eb3e43ee,stratified_entry_replacement,,22,2
tune_eb966a626b14,stratified_entry_replacement,,22,4
tune_a21d87c687ef,stratified_entry_replacement,,25,0
tune_ff430105f109,stratified_entry_replacement,,25,1
tune_677aee2533e5,stratified_entry_replacement,,25,2
tune_0f52653af405,stratified_entry_replacement,,25,4
tune_909fdf4101c7,stratified_entry_replacement,,28,0
tune_299a6861de38,stratified_entry_replacement,,28,1
tune_a84e1f9a679e,stratified_entry_replacement,,28,2
tune_669d4cb37fe4,stratified_entry_replacement,,28,4
tune_fb7efc0a9b21,stratified_entry_replacement,,30,0
tune_e747b141d1e9,stratified_entry_replacement,,30,1
tune_b5756d104f60,stratified_entry_replacement,,30,2
tune_5b0132576153,stratified_entry_replacement,,30,4
tune_b2472b74cc42,stratified_entry_replacement,,20,0
tune_c6cb413c6cd8,stratified_entry_replacement,,20,1
tune_2948b6ef149f,stratified_entry_replacement,,20,2
tune_df45a60088db,stratified_entry_replacement,,20,4
tune_925fb66fda83,stratified_entry_replacement,,22,0
tune_284494ddb4de,stratified_entry_replacement,,22,1
tune_9f94fadbcc20,stratified_entry_replacement,,22,2
tune_ff210dbfa907,stratified_entry_replacement,,22,4
tune_7f2f6dbe1b40,stratified_entry_replacement,,25,0
tune_3843e5720a11,stratified_entry_replacement,,25,1
tune_d33e9f3eeb5a,stratified_entry_replacement,,25,2
tune_b1fa6c4dc22d,stratified_entry_replacement,,25,4
tune_f1892b59991f,stratified_entry_replacement,,28,0
tune_2d5ef24ea060,stratified_entry_replacement,,28,1
tune_5cc536a74cbd,stratified_entry_replacement,,28,2
tune_6fe6e69d4e01,stratified_entry_replacement,,28,4
tune_d3519d2f09c3,stratified_entry_replacement,,30,0
tune_f094f76ff5e6,stratified_entry_replacement,,30,1
tune_1d46259f124f,stratified_entry_replacement,,30,2
tune_728486217fde,stratified_entry_replacement,,30,4
tune_b679a17e6555,stratified_entry_replacement,,20,0
tune_c11b643e10d4,stratified_entry_replacement,,20,1
tune_70004987bda1,stratified_entry_replacement,,20,2
tune_0b179ebccf5b,stratified_entry_replacement,,20,4
tune_d9390a90fedb,stratified_entry_replacement,,22,0
tune_cf1bc0ef7fbd,stratified_entry_replacement,,22,1
tune_225ddf8b1bef,stratified_entry_replacement,,22,2
tune_8151a1d49393,stratified_entry_replacement,,22,4
tune_ca6f768b401a,stratified_entry_replacement,,25,0
tune_431787cc9d17,stratified_entry_replacement,,25,1
tune_30e62840de9d,stratified_entry_replacement,,25,2
tune_a9178a77d425,stratified_entry_replacement,,25,4
tune_e64ae2529036,stratified_entry_replacement,,28,0
tune_c4ed014e154a,stratified_entry_replacement,,28,1
tune_f39859398fad,stratified_entry_replacement,,28,2
tune_0459e3dd2798,stratified_entry_replacement,,28,4
tune_a123fbdab380,stratified_entry_replacement,,30,0
tune_f2b09ed27365,stratified_entry_replacement,,30,1
tune_34466d2dba2b,stratified_entry_replacement,,30,2
tune_ee23f0d72aeb,stratified_entry_replacement,,30,4
tune_17cc982bf141,stratified_entry_replacement,,20,0
tune_4b283b3e3f36,stratified_entry_replacement,,20,1
tune_dfb695a789bc,stratified_entry_replacement,,20,2
tune_3f66b9a67dca,stratified_entry_replacement,,20,4
tune_7aab471348ca,stratified_entry_replacement,,22,0
tune_f74c8eec979d,stratified_entry_replacement,,22,1
tune_2796bf116595,stratified_entry_replacement,,22,2
tune_36146a4fb5ee,stratified_entry_replacement,,22,4
tune_c69e80e98d0f,stratified_entry_replacement,,25,0
tune_3f759683b05a,stratified_entry_replacement,,25,1
tune_66c91d234a89,stratified_entry_replacement,,25,2
tune_72ce77cb14fc,stratified_entry_replacement,,25,4
tune_dd142b861956,stratified_entry_replacement,,28,0
tune_022b75bd634b,stratified_entry_replacement,,28,1
tune_c087a0b3dad8,stratified_entry_replacement,,28,2
tune_f1e3f351246a,stratified_entry_replacement,,28,4
tune_2fdc6d2efdc4,stratified_entry_replacement,,30,0
tune_0f13c7a1978e,stratified_entry_replacement,,30,1
tune_e360223a44c0,stratified_entry_replacement,,30,2
tune_12d26e0c2081,stratified_entry_replacement,,30,4
tune_be072ba6822e,stratified_entry_replacement,,20,0
tune_55e8b45ed31d,stratified_entry_replacement,,20,1
tune_7deaa2cf0c9c,stratified_entry_replacement,,20,2
tune_dfc98fb18144,stratified_entry_replacement,,20,4
tune_11ac3916980e,stratified_entry_replacement,,22,0
tune_57748409c444,stratified_entry_replacement,,22,1
tune_4c611fbbb652,stratified_entry_replacement,,22,2
tune_185ee3e46ed0,stratified_entry_replacement,,22,4
tune_8885fc24d35d,stratified_entry_replacement,,25,0
tune_7c773ec08340,stratified_entry_replacement,,25,1
tune_63e9d6e20660,stratified_entry_replacement,,25,2
tune_4b3c04f99628,stratified_entry_replacement,,25,4
tune_07594b826843,stratified_entry_replacement,,28,0
tune_9d4990f323bc,stratified_entry_replacement,,28,1
tune_9024f59f4374,stratified_entry_replacement,,28,2
tune_debcb76716ec,stratified_entry_replacement,,28,4
